example_id,pair_id,task_type,variant_type,pooling,layer,n_prompts,prompt_set,mean_pairwise_similarity,mean_pairwise_distance
mechanistic_distractor_028_orig,pair_028,mechanistic_distractor,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9670470058917999,0.03295299410820007
clean_mediation_029_orig,pair_029,clean_mediation,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_029_orig,pair_029,clean_mediation,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982879161834717,0.0017120838165283203
clean_mediation_029_orig,pair_029,clean_mediation,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9896602729956309,0.010339727004369137
clean_mediation_029_orig,pair_029,clean_mediation,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9783796270688375,0.02162037293116248
clean_mediation_029_orig,pair_029,clean_mediation,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9603105386098226,0.03968946139017737
clean_mediation_029_orig,pair_029,clean_mediation,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9625672797362009,0.03743272026379907
clean_mediation_029_orig,pair_029,clean_mediation,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9659726719061533,0.034027328093846676
confounding_030_orig,pair_030,confounding,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
confounding_030_orig,pair_030,confounding,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9983440935611725,0.0016559064388275146
confounding_030_orig,pair_030,confounding,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9891220529874166,0.010877947012583378
confounding_030_orig,pair_030,confounding,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9776122272014618,0.022387772798538208
confounding_030_orig,pair_030,confounding,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9553676744302114,0.04463232556978858
confounding_030_orig,pair_030,confounding,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9583501120408376,0.04164988795916236
confounding_030_orig,pair_030,confounding,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9624394575754801,0.037560542424519894
selection_bias_031_orig,pair_031,selection_bias,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
selection_bias_031_orig,pair_031,selection_bias,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982257982095083,0.001774201790491703
selection_bias_031_orig,pair_031,selection_bias,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9890494843324026,0.010950515667597416
selection_bias_031_orig,pair_031,selection_bias,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9772703349590302,0.02272966504096985
selection_bias_031_orig,pair_031,selection_bias,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9569472074508667,0.0430527925491333
selection_bias_031_orig,pair_031,selection_bias,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9597928722699484,0.04020712773005164
selection_bias_031_orig,pair_031,selection_bias,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9654526114463806,0.034547388553619385
mechanistic_distractor_032_orig,pair_032,mechanistic_distractor,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
mechanistic_distractor_032_orig,pair_032,mechanistic_distractor,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9983662267525991,0.0016337732474008826
mechanistic_distractor_032_orig,pair_032,mechanistic_distractor,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9895837604999542,0.010416239500045776
mechanistic_distractor_032_orig,pair_032,mechanistic_distractor,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.976635585228602,0.023364414771397946
mechanistic_distractor_032_orig,pair_032,mechanistic_distractor,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9594085315863291,0.040591468413670895
mechanistic_distractor_032_orig,pair_032,mechanistic_distractor,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9617811938126882,0.03821880618731177
mechanistic_distractor_032_orig,pair_032,mechanistic_distractor,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9668894012769064,0.03311059872309363
clean_mediation_033_orig,pair_033,clean_mediation,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_033_orig,pair_033,clean_mediation,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.998296837011973,0.0017031629880269739
clean_mediation_033_orig,pair_033,clean_mediation,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9893312454223633,0.010668754577636719
clean_mediation_033_orig,pair_033,clean_mediation,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9775875906149546,0.022412409385045406
clean_mediation_033_orig,pair_033,clean_mediation,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9590768814086914,0.040923118591308594
clean_mediation_033_orig,pair_033,clean_mediation,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9612184564272562,0.03878154357274377
clean_mediation_033_orig,pair_033,clean_mediation,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9649627208709717,0.03503727912902832
confounding_034_orig,pair_034,confounding,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
confounding_034_orig,pair_034,confounding,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9983225166797638,0.001677483320236206
confounding_034_orig,pair_034,confounding,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9892102281252543,0.010789771874745724
confounding_034_orig,pair_034,confounding,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.977406233549118,0.022593766450881958
confounding_034_orig,pair_034,confounding,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.956362118323644,0.04363788167635596
confounding_034_orig,pair_034,confounding,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.959137499332428,0.04086250066757202
confounding_034_orig,pair_034,confounding,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9631252984205881,0.03687470157941186
selection_bias_035_orig,pair_035,selection_bias,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
selection_bias_035_orig,pair_035,selection_bias,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982214272022247,0.0017785727977752686
selection_bias_035_orig,pair_035,selection_bias,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9889481465021769,0.011051853497823116
selection_bias_035_orig,pair_035,selection_bias,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9770444929599762,0.022955507040023804
selection_bias_035_orig,pair_035,selection_bias,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9566411276658376,0.04335887233416236
selection_bias_035_orig,pair_035,selection_bias,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9597547948360443,0.04024520516395569
selection_bias_035_orig,pair_035,selection_bias,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9653074045976003,0.03469259540239966
mechanistic_distractor_036_orig,pair_036,mechanistic_distractor,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
mechanistic_distractor_036_orig,pair_036,mechanistic_distractor,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9984281559785207,0.0015718440214792517
mechanistic_distractor_036_orig,pair_036,mechanistic_distractor,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9892317752043406,0.01076822479565942
mechanistic_distractor_036_orig,pair_036,mechanistic_distractor,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9762479762236277,0.02375202377637231
mechanistic_distractor_036_orig,pair_036,mechanistic_distractor,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.95876012245814,0.04123987754185998
mechanistic_distractor_036_orig,pair_036,mechanistic_distractor,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9614769121011099,0.03852308789889014
mechanistic_distractor_036_orig,pair_036,mechanistic_distractor,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9661310414473215,0.03386895855267846
clean_mediation_037_orig,pair_037,clean_mediation,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_037_orig,pair_037,clean_mediation,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9983730018138885,0.0016269981861114502
clean_mediation_037_orig,pair_037,clean_mediation,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9896135528882345,0.010386447111765507
clean_mediation_037_orig,pair_037,clean_mediation,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9776741365591685,0.02232586344083154
clean_mediation_037_orig,pair_037,clean_mediation,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.959840714931488,0.04015928506851196
clean_mediation_037_orig,pair_037,clean_mediation,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9624253114064535,0.03757468859354651
clean_mediation_037_orig,pair_037,clean_mediation,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9656355480353037,0.034364451964696285
confounding_038_orig,pair_038,confounding,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
confounding_038_orig,pair_038,confounding,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982624053955078,0.0017375946044921875
confounding_038_orig,pair_038,confounding,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9891287585099539,0.010871241490046146
confounding_038_orig,pair_038,confounding,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9775698284308115,0.022430171569188473
confounding_038_orig,pair_038,confounding,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.956674744685491,0.04332525531450904
confounding_038_orig,pair_038,confounding,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9597248236338297,0.040275176366170284
confounding_038_orig,pair_038,confounding,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9639333784580231,0.03606662154197693
selection_bias_039_orig,pair_039,selection_bias,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
selection_bias_039_orig,pair_039,selection_bias,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9983160595099131,0.0016839404900869104
selection_bias_039_orig,pair_039,selection_bias,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9888637661933899,0.011136233806610107
selection_bias_039_orig,pair_039,selection_bias,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9768216212590536,0.023178378740946415
selection_bias_039_orig,pair_039,selection_bias,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9572340250015259,0.04276597499847412
selection_bias_039_orig,pair_039,selection_bias,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9602304001649221,0.039769599835077885
selection_bias_039_orig,pair_039,selection_bias,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.965501586596171,0.034498413403828976
mechanistic_distractor_040_orig,pair_040,mechanistic_distractor,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
mechanistic_distractor_040_orig,pair_040,mechanistic_distractor,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9984157383441925,0.0015842616558074951
mechanistic_distractor_040_orig,pair_040,mechanistic_distractor,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.98929163813591,0.010708361864089966
mechanistic_distractor_040_orig,pair_040,mechanistic_distractor,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9769299527009329,0.023070047299067142
mechanistic_distractor_040_orig,pair_040,mechanistic_distractor,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9592797756195068,0.040720224380493164
mechanistic_distractor_040_orig,pair_040,mechanistic_distractor,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.962130477031072,0.03786952296892798
mechanistic_distractor_040_orig,pair_040,mechanistic_distractor,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9671246608098348,0.032875339190165165
clean_mediation_041_orig,pair_041,clean_mediation,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_041_orig,pair_041,clean_mediation,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.998264084259669,0.001735915740331051
clean_mediation_041_orig,pair_041,clean_mediation,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9892966945966085,0.010703305403391483
clean_mediation_041_orig,pair_041,clean_mediation,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.977853407462438,0.022146592537562015
clean_mediation_041_orig,pair_041,clean_mediation,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9589971601963043,0.04100283980369568
clean_mediation_041_orig,pair_041,clean_mediation,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9611656268437704,0.03883437315622962
clean_mediation_041_orig,pair_041,clean_mediation,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9643397033214569,0.03566029667854309
confounding_042_orig,pair_042,confounding,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
confounding_042_orig,pair_042,confounding,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982637266318003,0.0017362733681997033
confounding_042_orig,pair_042,confounding,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9891478220621744,0.010852177937825558
confounding_042_orig,pair_042,confounding,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9775494039058685,0.02245059609413147
confounding_042_orig,pair_042,confounding,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9568121433258057,0.043187856674194336
confounding_042_orig,pair_042,confounding,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9598677655061086,0.04013223449389136
confounding_042_orig,pair_042,confounding,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9640792111555735,0.03592078884442651
selection_bias_043_orig,pair_043,selection_bias,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
selection_bias_043_orig,pair_043,selection_bias,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982257982095083,0.001774201790491703
selection_bias_043_orig,pair_043,selection_bias,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9890494843324026,0.010950515667597416
selection_bias_043_orig,pair_043,selection_bias,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9772703349590302,0.02272966504096985
selection_bias_043_orig,pair_043,selection_bias,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9569472074508667,0.0430527925491333
selection_bias_043_orig,pair_043,selection_bias,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9597928722699484,0.04020712773005164
selection_bias_043_orig,pair_043,selection_bias,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9654526114463806,0.034547388553619385
mechanistic_distractor_044_orig,pair_044,mechanistic_distractor,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
mechanistic_distractor_044_orig,pair_044,mechanistic_distractor,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9984290103117625,0.0015709896882375451
mechanistic_distractor_044_orig,pair_044,mechanistic_distractor,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9894822637240092,0.010517736275990841
mechanistic_distractor_044_orig,pair_044,mechanistic_distractor,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9764389793078104,0.02356102069218957
mechanistic_distractor_044_orig,pair_044,mechanistic_distractor,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9593086043993632,0.04069139560063684
mechanistic_distractor_044_orig,pair_044,mechanistic_distractor,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9617787301540375,0.038221269845962524
mechanistic_distractor_044_orig,pair_044,mechanistic_distractor,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9670362969239553,0.03296370307604468
clean_mediation_045_orig,pair_045,clean_mediation,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_045_orig,pair_045,clean_mediation,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9983525574207306,0.0016474425792694092
clean_mediation_045_orig,pair_045,clean_mediation,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9898927211761475,0.010107278823852539
clean_mediation_045_orig,pair_045,clean_mediation,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9778888920942942,0.022111107905705807
clean_mediation_045_orig,pair_045,clean_mediation,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9597831765810648,0.04021682341893518
clean_mediation_045_orig,pair_045,clean_mediation,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9624470074971517,0.03755299250284827
clean_mediation_045_orig,pair_045,clean_mediation,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9659819702307383,0.034018029769261715
confounding_046_orig,pair_046,confounding,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
confounding_046_orig,pair_046,confounding,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9983096122741699,0.0016903877258300781
confounding_046_orig,pair_046,confounding,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.988498459259669,0.011501540740331051
confounding_046_orig,pair_046,confounding,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9769370357195536,0.023062964280446407
confounding_046_orig,pair_046,confounding,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.955866406361262,0.04413359363873803
confounding_046_orig,pair_046,confounding,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9587019185225168,0.04129808147748315
confounding_046_orig,pair_046,confounding,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.962886393070221,0.03711360692977905
selection_bias_047_orig,pair_047,selection_bias,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
selection_bias_047_orig,pair_047,selection_bias,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9983217219511668,0.0016782780488332483
selection_bias_047_orig,pair_047,selection_bias,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9888053635756174,0.011194636424382565
selection_bias_047_orig,pair_047,selection_bias,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9768368005752563,0.023163199424743652
selection_bias_047_orig,pair_047,selection_bias,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9571725130081177,0.042827486991882324
selection_bias_047_orig,pair_047,selection_bias,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9600695470968882,0.03993045290311181
selection_bias_047_orig,pair_047,selection_bias,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9653984010219574,0.0346015989780426
mechanistic_distractor_048_orig,pair_048,mechanistic_distractor,original,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
mechanistic_distractor_048_orig,pair_048,mechanistic_distractor,original,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.998419463634491,0.0015805363655090332
mechanistic_distractor_048_orig,pair_048,mechanistic_distractor,original,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9890970389048258,0.01090296109517419
mechanistic_distractor_048_orig,pair_048,mechanistic_distractor,original,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9764210085074106,0.023578991492589352
mechanistic_distractor_048_orig,pair_048,mechanistic_distractor,original,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9596148033936819,0.04038519660631812
mechanistic_distractor_048_orig,pair_048,mechanistic_distractor,original,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9621889690558115,0.03781103094418847
mechanistic_distractor_048_orig,pair_048,mechanistic_distractor,original,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9670377175013224,0.03296228249867761
clean_mediation_001_abl_conf_removed,pair_001,clean_mediation,confounder_removed,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_001_abl_conf_removed,pair_001,clean_mediation,confounder_removed,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982650776704153,0.0017349223295847205
clean_mediation_001_abl_conf_removed,pair_001,clean_mediation,confounder_removed,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9900664289792379,0.009933571020762089
clean_mediation_001_abl_conf_removed,pair_001,clean_mediation,confounder_removed,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.9779504140218099,0.022049585978190067
clean_mediation_001_abl_conf_removed,pair_001,clean_mediation,confounder_removed,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9575385948022207,0.0424614051977793
clean_mediation_001_abl_conf_removed,pair_001,clean_mediation,confounder_removed,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.960361510515213,0.03963848948478699
clean_mediation_001_abl_conf_removed,pair_001,clean_mediation,confounder_removed,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9663558701674143,0.03364412983258569
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982470273971558,0.0017529726028442383
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.990025669336319,0.00997433066368103
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.977749784787496,0.022250215212504032
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9580637315909067,0.04193626840909326
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9610867400964102,0.03891325990358985
clean_mediation_001_abl_med_removed,pair_001,clean_mediation,mediator_removed,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9665665030479431,0.033433496952056885
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9982312321662903,0.0017687678337097168
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9897052148977915,0.010294785102208492
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.977187712987264,0.022812287012735966
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9571349322795868,0.04286506772041321
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9599175353844961,0.04008246461550391
clean_mediation_001_abl_randomized,pair_001,clean_mediation,randomized_design,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9652061959107717,0.034793804089228275
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,final_token,0,4,adversarial;confounding_aware;direct;mechanistic,1.0,0.0
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,final_token,1,4,adversarial;confounding_aware;direct;mechanistic,0.9984330634276072,0.0015669365723928186
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,final_token,2,4,adversarial;confounding_aware;direct;mechanistic,0.9903261264165243,0.009673873583475712
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,final_token,3,4,adversarial;confounding_aware;direct;mechanistic,0.977064867814382,0.022935132185618046
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,final_token,4,4,adversarial;confounding_aware;direct;mechanistic,0.9593788981437683,0.04062110185623169
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,final_token,5,4,adversarial;confounding_aware;direct;mechanistic,0.9626667300860087,0.03733326991399133
clean_mediation_001_abl_selection_added,pair_001,clean_mediation,selection_bias_added,final_token,6,4,adversarial;confounding_aware;direct;mechanistic,0.9673468768596649,0.03265312314033508
