example_id,pair_id,task_type,variant_type,baseline_prompt,compare_prompt,pooling,layer,cosine_similarity,cosine_distance
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,adversarial,final_token,2,0.9855855703353882,0.014414429664611816
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,adversarial,final_token,3,0.965299129486084,0.034700870513916016
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,adversarial,final_token,4,0.965833306312561,0.034166693687438965
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,adversarial,final_token,5,0.9659788012504578,0.034021198749542236
clean_mediation_025_orig,pair_025,clean_mediation,original,direct,adversarial,final_token,6,0.9619120955467224,0.03808790445327759
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,mechanistic,final_token,1,0.9980583190917969,0.001941680908203125
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,mechanistic,final_token,2,0.981194794178009,0.018805205821990967
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,mechanistic,final_token,3,0.9657652378082275,0.03423476219177246
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,mechanistic,final_token,4,0.9433813095092773,0.056618690490722656
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,mechanistic,final_token,5,0.9577175974845886,0.04228240251541138
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,mechanistic,final_token,6,0.9684246778488159,0.03157532215118408
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,confounding_aware,final_token,1,0.9985823035240173,0.001417696475982666
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,confounding_aware,final_token,2,0.9816216826438904,0.01837831735610962
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,confounding_aware,final_token,3,0.9635868668556213,0.03641313314437866
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,confounding_aware,final_token,4,0.958519697189331,0.041480302810668945
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,confounding_aware,final_token,5,0.9640735983848572,0.03592640161514282
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,confounding_aware,final_token,6,0.971219003200531,0.028780996799468994
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,adversarial,final_token,1,0.9980669021606445,0.0019330978393554688
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,adversarial,final_token,2,0.9856001138687134,0.014399886131286621
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,adversarial,final_token,3,0.9658513069152832,0.0341486930847168
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,adversarial,final_token,4,0.9672654867172241,0.03273451328277588
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,adversarial,final_token,5,0.9675763845443726,0.03242361545562744
clean_mediation_029_orig,pair_029,clean_mediation,original,direct,adversarial,final_token,6,0.9642961025238037,0.03570389747619629
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,mechanistic,final_token,1,0.9979024529457092,0.0020975470542907715
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,mechanistic,final_token,2,0.9811758399009705,0.01882416009902954
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,mechanistic,final_token,3,0.9644309878349304,0.03556901216506958
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,mechanistic,final_token,4,0.9421268701553345,0.05787312984466553
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,mechanistic,final_token,5,0.9573359489440918,0.0426640510559082
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,mechanistic,final_token,6,0.9690825939178467,0.03091740608215332
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,confounding_aware,final_token,1,0.9985912442207336,0.0014087557792663574
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,confounding_aware,final_token,2,0.9809589385986328,0.019041061401367188
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,confounding_aware,final_token,3,0.9620453119277954,0.03795468807220459
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,confounding_aware,final_token,4,0.956122100353241,0.04387789964675903
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,confounding_aware,final_token,5,0.9622209668159485,0.037779033184051514
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,confounding_aware,final_token,6,0.9700440764427185,0.029955923557281494
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,adversarial,final_token,1,0.9979715943336487,0.0020284056663513184
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,adversarial,final_token,2,0.9846700429916382,0.015329957008361816
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,adversarial,final_token,3,0.9649328589439392,0.03506714105606079
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,adversarial,final_token,4,0.9652677774429321,0.03473222255706787
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,adversarial,final_token,5,0.9659604430198669,0.03403955698013306
clean_mediation_033_orig,pair_033,clean_mediation,original,direct,adversarial,final_token,6,0.9619926810264587,0.03800731897354126
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,mechanistic,final_token,1,0.9981054067611694,0.0018945932388305664
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,mechanistic,final_token,2,0.9810954928398132,0.018904507160186768
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,mechanistic,final_token,3,0.9642518758773804,0.03574812412261963
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,mechanistic,final_token,4,0.9423431754112244,0.057656824588775635
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,mechanistic,final_token,5,0.9574123024940491,0.04258769750595093
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,mechanistic,final_token,6,0.9678846597671509,0.03211534023284912
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,confounding_aware,final_token,1,0.99860680103302,0.0013931989669799805
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,confounding_aware,final_token,2,0.9815657138824463,0.01843428611755371
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,confounding_aware,final_token,3,0.9619272947311401,0.03807270526885986
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,confounding_aware,final_token,4,0.9576378464698792,0.04236215353012085
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,confounding_aware,final_token,5,0.9639468193054199,0.03605318069458008
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,confounding_aware,final_token,6,0.9710972309112549,0.028902769088745117
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,adversarial,final_token,1,0.9982158541679382,0.0017841458320617676
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,adversarial,final_token,2,0.9855592250823975,0.014440774917602539
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,adversarial,final_token,3,0.9645531177520752,0.035446882247924805
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,adversarial,final_token,4,0.9664484262466431,0.033551573753356934
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,adversarial,final_token,5,0.9671015739440918,0.0328984260559082
clean_mediation_037_orig,pair_037,clean_mediation,original,direct,adversarial,final_token,6,0.9637011885643005,0.03629881143569946
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,mechanistic,final_token,1,0.9978674650192261,0.0021325349807739258
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,mechanistic,final_token,2,0.9808142185211182,0.019185781478881836
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,mechanistic,final_token,3,0.9646910429000854,0.03530895709991455
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,mechanistic,final_token,4,0.9414230585098267,0.05857694149017334
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,mechanistic,final_token,5,0.9569281339645386,0.043071866035461426
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,mechanistic,final_token,6,0.9674981236457825,0.03250187635421753
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,confounding_aware,final_token,1,0.9985915422439575,0.0014084577560424805
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,confounding_aware,final_token,2,0.9808210134506226,0.01917898654937744
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,confounding_aware,final_token,3,0.9627021551132202,0.037297844886779785
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,confounding_aware,final_token,4,0.956726610660553,0.04327338933944702
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,confounding_aware,final_token,5,0.9628860950469971,0.03711390495300293
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,confounding_aware,final_token,6,0.9697021842002869,0.030297815799713135
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,adversarial,final_token,1,0.997971773147583,0.002028226852416992
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,adversarial,final_token,2,0.9847593903541565,0.015240609645843506
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,adversarial,final_token,3,0.9650793671607971,0.03492063283920288
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,adversarial,final_token,4,0.9657801985740662,0.03421980142593384
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,adversarial,final_token,5,0.9655426740646362,0.03445732593536377
clean_mediation_041_orig,pair_041,clean_mediation,original,direct,adversarial,final_token,6,0.9615568518638611,0.038443148136138916
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,mechanistic,final_token,0,1.0,0.0
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,mechanistic,final_token,1,0.9981825947761536,0.0018174052238464355
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,mechanistic,final_token,2,0.9816263318061829,0.01837366819381714
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,mechanistic,final_token,3,0.9649798274040222,0.03502017259597778
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,mechanistic,final_token,4,0.9424102306365967,0.05758976936340332
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,mechanistic,final_token,5,0.9570814371109009,0.04291856288909912
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,mechanistic,final_token,6,0.9685749411582947,0.03142505884170532
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,confounding_aware,final_token,0,1.0,0.0
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,confounding_aware,final_token,1,0.9985983967781067,0.0014016032218933105
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,confounding_aware,final_token,2,0.9822278022766113,0.017772197723388672
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,confounding_aware,final_token,3,0.962677538394928,0.03732246160507202
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,confounding_aware,final_token,4,0.9589733481407166,0.04102665185928345
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,confounding_aware,final_token,5,0.9650366902351379,0.03496330976486206
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,confounding_aware,final_token,6,0.9718660712242126,0.028133928775787354
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,adversarial,final_token,0,1.0,0.0
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,adversarial,final_token,1,0.9982178807258606,0.0017821192741394043
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,adversarial,final_token,2,0.9855790734291077,0.014420926570892334
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,adversarial,final_token,3,0.9649022817611694,0.035097718238830566
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,adversarial,final_token,4,0.9661087989807129,0.03389120101928711
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,adversarial,final_token,5,0.9670973420143127,0.032902657985687256
clean_mediation_045_orig,pair_045,clean_mediation,original,direct,adversarial,final_token,6,0.9634315967559814,0.036568403244018555
confounding_002_orig,pair_002,confounding,original,direct,mechanistic,final_token,0,1.0,0.0
confounding_002_orig,pair_002,confounding,original,direct,mechanistic,final_token,1,0.9980853796005249,0.0019146203994750977
confounding_002_orig,pair_002,confounding,original,direct,mechanistic,final_token,2,0.9810821413993835,0.018917858600616455
confounding_002_orig,pair_002,confounding,original,direct,mechanistic,final_token,3,0.9654264450073242,0.03457355499267578
confounding_002_orig,pair_002,confounding,original,direct,mechanistic,final_token,4,0.933343231678009,0.06665676832199097
confounding_002_orig,pair_002,confounding,original,direct,mechanistic,final_token,5,0.951099157333374,0.04890084266662598
confounding_002_orig,pair_002,confounding,original,direct,mechanistic,final_token,6,0.9640018939971924,0.03599810600280762
confounding_002_orig,pair_002,confounding,original,direct,confounding_aware,final_token,0,1.0,0.0
confounding_002_orig,pair_002,confounding,original,direct,confounding_aware,final_token,1,0.9986811280250549,0.0013188719749450684
confounding_002_orig,pair_002,confounding,original,direct,confounding_aware,final_token,2,0.9812557101249695,0.018744289875030518
confounding_002_orig,pair_002,confounding,original,direct,confounding_aware,final_token,3,0.9628024697303772,0.0371975302696228
confounding_002_orig,pair_002,confounding,original,direct,confounding_aware,final_token,4,0.9553691744804382,0.04463082551956177
confounding_002_orig,pair_002,confounding,original,direct,confounding_aware,final_token,5,0.9621862769126892,0.03781372308731079
confounding_002_orig,pair_002,confounding,original,direct,confounding_aware,final_token,6,0.9697573781013489,0.030242621898651123
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,0,1.0,0.0
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,1,0.9981481432914734,0.0018518567085266113
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,2,0.9850376844406128,0.014962315559387207
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,3,0.9655043482780457,0.034495651721954346
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,4,0.9647383093833923,0.035261690616607666
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,5,0.9657793641090393,0.03422063589096069
confounding_002_orig,pair_002,confounding,original,direct,adversarial,final_token,6,0.9636738300323486,0.03632616996765137
confounding_006_orig,pair_006,confounding,original,direct,mechanistic,final_token,0,1.0,0.0
confounding_006_orig,pair_006,confounding,original,direct,mechanistic,final_token,1,0.9979586601257324,0.002041339874267578
confounding_006_orig,pair_006,confounding,original,direct,mechanistic,final_token,2,0.9803094267845154,0.01969057321548462
confounding_006_orig,pair_006,confounding,original,direct,mechanistic,final_token,3,0.964006245136261,0.035993754863739014
confounding_006_orig,pair_006,confounding,original,direct,mechanistic,final_token,4,0.9334119558334351,0.06658804416656494
confounding_006_orig,pair_006,confounding,original,direct,mechanistic,final_token,5,0.9518101811408997,0.04818981885910034
confounding_006_orig,pair_006,confounding,original,direct,mechanistic,final_token,6,0.9641883969306946,0.03581160306930542
confounding_006_orig,pair_006,confounding,original,direct,confounding_aware,final_token,0,1.0,0.0
confounding_006_orig,pair_006,confounding,original,direct,confounding_aware,final_token,1,0.9986802339553833,0.0013197660446166992
confounding_006_orig,pair_006,confounding,original,direct,confounding_aware,final_token,2,0.9802244901657104,0.01977550983428955
confounding_006_orig,pair_006,confounding,original,direct,confounding_aware,final_token,3,0.9611803889274597,0.03881961107254028
confounding_006_orig,pair_006,confounding,original,direct,confounding_aware,final_token,4,0.9533886313438416,0.04661136865615845
confounding_006_orig,pair_006,confounding,original,direct,confounding_aware,final_token,5,0.9605094194412231,0.039490580558776855
confounding_006_orig,pair_006,confounding,original,direct,confounding_aware,final_token,6,0.9680284261703491,0.03197157382965088
confounding_006_orig,pair_006,confounding,original,direct,adversarial,final_token,0,1.0,0.0
confounding_006_orig,pair_006,confounding,original,direct,adversarial,final_token,1,0.9981064200401306,0.0018935799598693848
confounding_006_orig,pair_006,confounding,original,direct,adversarial,final_token,2,0.9848681688308716,0.015131831169128418
confounding_006_orig,pair_006,confounding,original,direct,adversarial,final_token,3,0.9642343521118164,0.035765647888183594
confounding_006_orig,pair_006,confounding,original,direct,adversarial,final_token,4,0.9647736549377441,0.03522634506225586
confounding_006_orig,pair_006,confounding,original,direct,adversarial,final_token,5,0.9648016095161438,0.0351983904838562
confounding_006_orig,pair_006,confounding,original,direct,adversarial,final_token,6,0.9625334739685059,0.03746652603149414
confounding_010_orig,pair_010,confounding,original,direct,mechanistic,final_token,0,1.0,0.0
confounding_010_orig,pair_010,confounding,original,direct,mechanistic,final_token,1,0.9981613755226135,0.0018386244773864746
confounding_010_orig,pair_010,confounding,original,direct,mechanistic,final_token,2,0.980857253074646,0.019142746925354004
confounding_010_orig,pair_010,confounding,original,direct,mechanistic,final_token,3,0.9650165438652039,0.03498345613479614
confounding_010_orig,pair_010,confounding,original,direct,mechanistic,final_token,4,0.9359958171844482,0.06400418281555176
confounding_010_orig,pair_010,confounding,original,direct,mechanistic,final_token,5,0.9534986615180969,0.046501338481903076
confounding_010_orig,pair_010,confounding,original,direct,mechanistic,final_token,6,0.9646301865577698,0.035369813442230225
confounding_010_orig,pair_010,confounding,original,direct,confounding_aware,final_token,0,1.0,0.0
confounding_010_orig,pair_010,confounding,original,direct,confounding_aware,final_token,1,0.9986717700958252,0.0013282299041748047
confounding_010_orig,pair_010,confounding,original,direct,confounding_aware,final_token,2,0.9801770448684692,0.01982295513153076
confounding_010_orig,pair_010,confounding,original,direct,confounding_aware,final_token,3,0.9617812037467957,0.038218796253204346
confounding_010_orig,pair_010,confounding,original,direct,confounding_aware,final_token,4,0.9552852511405945,0.04471474885940552
confounding_010_orig,pair_010,confounding,original,direct,confounding_aware,final_token,5,0.9621462821960449,0.03785371780395508
confounding_010_orig,pair_010,confounding,original,direct,confounding_aware,final_token,6,0.9689280390739441,0.031071960926055908
confounding_010_orig,pair_010,confounding,original,direct,adversarial,final_token,0,1.0,0.0
confounding_010_orig,pair_010,confounding,original,direct,adversarial,final_token,1,0.9979871511459351,0.0020128488540649414
confounding_010_orig,pair_010,confounding,original,direct,adversarial,final_token,2,0.9841717481613159,0.015828251838684082
confounding_010_orig,pair_010,confounding,original,direct,adversarial,final_token,3,0.964616060256958,0.03538393974304199
confounding_010_orig,pair_010,confounding,original,direct,adversarial,final_token,4,0.965084433555603,0.03491556644439697
confounding_010_orig,pair_010,confounding,original,direct,adversarial,final_token,5,0.9659344553947449,0.03406554460525513
confounding_010_orig,pair_010,confounding,original,direct,adversarial,final_token,6,0.9634721875190735,0.036527812480926514
confounding_014_orig,pair_014,confounding,original,direct,mechanistic,final_token,0,1.0,0.0
confounding_014_orig,pair_014,confounding,original,direct,mechanistic,final_token,1,0.9979663491249084,0.0020336508750915527
confounding_014_orig,pair_014,confounding,original,direct,mechanistic,final_token,2,0.9802442789077759,0.01975572109222412
confounding_014_orig,pair_014,confounding,original,direct,mechanistic,final_token,3,0.9641331434249878,0.03586685657501221
confounding_014_orig,pair_014,confounding,original,direct,mechanistic,final_token,4,0.9330103397369385,0.06698966026306152
confounding_014_orig,pair_014,confounding,original,direct,mechanistic,final_token,5,0.9515196681022644,0.048480331897735596
confounding_014_orig,pair_014,confounding,original,direct,mechanistic,final_token,6,0.9636247158050537,0.03637528419494629
confounding_014_orig,pair_014,confounding,original,direct,confounding_aware,final_token,0,1.0,0.0
confounding_014_orig,pair_014,confounding,original,direct,confounding_aware,final_token,1,0.9986848831176758,0.0013151168823242188
confounding_014_orig,pair_014,confounding,original,direct,confounding_aware,final_token,2,0.9802812933921814,0.019718706607818604
confounding_014_orig,pair_014,confounding,original,direct,confounding_aware,final_token,3,0.9614433646202087,0.03855663537979126
confounding_014_orig,pair_014,confounding,original,direct,confounding_aware,final_token,4,0.954206109046936,0.045793890953063965
confounding_014_orig,pair_014,confounding,original,direct,confounding_aware,final_token,5,0.9613258242607117,0.03867417573928833
confounding_014_orig,pair_014,confounding,original,direct,confounding_aware,final_token,6,0.9686787724494934,0.03132122755050659
confounding_014_orig,pair_014,confounding,original,direct,adversarial,final_token,0,1.0,0.0
confounding_014_orig,pair_014,confounding,original,direct,adversarial,final_token,1,0.9980974793434143,0.0019025206565856934
confounding_014_orig,pair_014,confounding,original,direct,adversarial,final_token,2,0.984897792339325,0.015102207660675049
confounding_014_orig,pair_014,confounding,original,direct,adversarial,final_token,3,0.9644536375999451,0.03554636240005493
confounding_014_orig,pair_014,confounding,original,direct,adversarial,final_token,4,0.9648600220680237,0.03513997793197632
confounding_014_orig,pair_014,confounding,original,direct,adversarial,final_token,5,0.9647756814956665,0.035224318504333496
confounding_014_orig,pair_014,confounding,original,direct,adversarial,final_token,6,0.9623959064483643,0.03760409355163574
confounding_018_orig,pair_018,confounding,original,direct,mechanistic,final_token,0,1.0,0.0
confounding_018_orig,pair_018,confounding,original,direct,mechanistic,final_token,1,0.9980771541595459,0.0019228458404541016
confounding_018_orig,pair_018,confounding,original,direct,mechanistic,final_token,2,0.9809321761131287,0.019067823886871338
confounding_018_orig,pair_018,confounding,original,direct,mechanistic,final_token,3,0.9654567241668701,0.03454327583312988
confounding_018_orig,pair_018,confounding,original,direct,mechanistic,final_token,4,0.9332051873207092,0.06679481267929077
confounding_018_orig,pair_018,confounding,original,direct,mechanistic,final_token,5,0.9512546062469482,0.04874539375305176
confounding_018_orig,pair_018,confounding,original,direct,mechanistic,final_token,6,0.9640101194381714,0.03598988056182861
confounding_018_orig,pair_018,confounding,original,direct,confounding_aware,final_token,0,1.0,0.0
confounding_018_orig,pair_018,confounding,original,direct,confounding_aware,final_token,1,0.9986735582351685,0.001326441764831543
confounding_018_orig,pair_018,confounding,original,direct,confounding_aware,final_token,2,0.9808391332626343,0.019160866737365723
confounding_018_orig,pair_018,confounding,original,direct,confounding_aware,final_token,3,0.9627609252929688,0.03723907470703125
confounding_018_orig,pair_018,confounding,original,direct,confounding_aware,final_token,4,0.9553009271621704,0.04469907283782959
confounding_018_orig,pair_018,confounding,original,direct,confounding_aware,final_token,5,0.9621833562850952,0.037816643714904785
confounding_018_orig,pair_018,confounding,original,direct,confounding_aware,final_token,6,0.9695326685905457,0.030467331409454346
confounding_018_orig,pair_018,confounding,original,direct,adversarial,final_token,0,1.0,0.0
confounding_018_orig,pair_018,confounding,original,direct,adversarial,final_token,1,0.9981542229652405,0.0018457770347595215
confounding_018_orig,pair_018,confounding,original,direct,adversarial,final_token,2,0.9848366379737854,0.0151633620262146
confounding_018_orig,pair_018,confounding,original,direct,adversarial,final_token,3,0.9655093550682068,0.03449064493179321
confounding_018_orig,pair_018,confounding,original,direct,adversarial,final_token,4,0.9656135439872742,0.03438645601272583
confounding_018_orig,pair_018,confounding,original,direct,adversarial,final_token,5,0.966295599937439,0.033704400062561035
confounding_018_orig,pair_018,confounding,original,direct,adversarial,final_token,6,0.9644438624382019,0.035556137561798096
confounding_022_orig,pair_022,confounding,original,direct,mechanistic,final_token,0,1.0,0.0
confounding_022_orig,pair_022,confounding,original,direct,mechanistic,final_token,1,0.9981481432914734,0.0018518567085266113
confounding_022_orig,pair_022,confounding,original,direct,mechanistic,final_token,2,0.9808278679847717,0.01917213201522827
confounding_022_orig,pair_022,confounding,original,direct,mechanistic,final_token,3,0.9649564623832703,0.035043537616729736
confounding_022_orig,pair_022,confounding,original,direct,mechanistic,final_token,4,0.9355778098106384,0.06442219018936157
confounding_022_orig,pair_022,confounding,original,direct,mechanistic,final_token,5,0.9533336758613586,0.04666632413864136
confounding_022_orig,pair_022,confounding,original,direct,mechanistic,final_token,6,0.9655319452285767,0.03446805477142334
confounding_022_orig,pair_022,confounding,original,direct,confounding_aware,final_token,0,1.0,0.0
confounding_022_orig,pair_022,confounding,original,direct,confounding_aware,final_token,1,0.998675525188446,0.001324474811553955
confounding_022_orig,pair_022,confounding,original,direct,confounding_aware,final_token,2,0.9800750613212585,0.019924938678741455
confounding_022_orig,pair_022,confounding,original,direct,confounding_aware,final_token,3,0.9617143869400024,0.03828561305999756
confounding_022_orig,pair_022,confounding,original,direct,confounding_aware,final_token,4,0.9555392861366272,0.0444607138633728
confounding_022_orig,pair_022,confounding,original,direct,confounding_aware,final_token,5,0.9625208377838135,0.03747916221618652
confounding_022_orig,pair_022,confounding,original,direct,confounding_aware,final_token,6,0.969490647315979,0.030509352684020996
confounding_022_orig,pair_022,confounding,original,direct,adversarial,final_token,0,1.0,0.0
confounding_022_orig,pair_022,confounding,original,direct,adversarial,final_token,1,0.9979549646377563,0.0020450353622436523
confounding_022_orig,pair_022,confounding,original,direct,adversarial,final_token,2,0.9841147065162659,0.01588529348373413
confounding_022_orig,pair_022,confounding,original,direct,adversarial,final_token,3,0.9644070863723755,0.03559291362762451
confounding_022_orig,pair_022,confounding,original,direct,adversarial,final_token,4,0.9651384949684143,0.03486150503158569
confounding_022_orig,pair_022,confounding,original,direct,adversarial,final_token,5,0.9662153124809265,0.033784687519073486
confounding_022_orig,pair_022,confounding,original,direct,adversarial,final_token,6,0.96405029296875,0.03594970703125
confounding_026_orig,pair_026,confounding,original,direct,mechanistic,final_token,0,1.0,0.0
confounding_026_orig,pair_026,confounding,original,direct,mechanistic,final_token,1,0.9980517029762268,0.0019482970237731934
confounding_026_orig,pair_026,confounding,original,direct,mechanistic,final_token,2,0.9809256196022034,0.01907438039779663
confounding_026_orig,pair_026,confounding,original,direct,mechanistic,final_token,3,0.9653246998786926,0.03467530012130737
confounding_026_orig,pair_026,confounding,original,direct,mechanistic,final_token,4,0.934144914150238,0.06585508584976196
confounding_026_orig,pair_026,confounding,original,direct,mechanistic,final_token,5,0.9515707492828369,0.048429250717163086
confounding_026_orig,pair_026,confounding,original,direct,mechanistic,final_token,6,0.9641759395599365,0.03582406044006348
confounding_026_orig,pair_026,confounding,original,direct,confounding_aware,final_token,0,1.0,0.0
confounding_026_orig,pair_026,confounding,original,direct,confounding_aware,final_token,1,0.9986894130706787,0.001310586929321289
confounding_026_orig,pair_026,confounding,original,direct,confounding_aware,final_token,2,0.9810280203819275,0.01897197961807251
confounding_026_orig,pair_026,confounding,original,direct,confounding_aware,final_token,3,0.9625922441482544,0.037407755851745605
confounding_026_orig,pair_026,confounding,original,direct,confounding_aware,final_token,4,0.9549809098243713,0.04501909017562866
confounding_026_orig,pair_026,confounding,original,direct,confounding_aware,final_token,5,0.9616413116455078,0.03835868835449219
confounding_026_orig,pair_026,confounding,original,direct,confounding_aware,final_token,6,0.9691015481948853,0.030898451805114746
confounding_026_orig,pair_026,confounding,original,direct,adversarial,final_token,0,1.0,0.0
confounding_026_orig,pair_026,confounding,original,direct,adversarial,final_token,1,0.9981281757354736,0.0018718242645263672
confounding_026_orig,pair_026,confounding,original,direct,adversarial,final_token,2,0.9849552512168884,0.015044748783111572
confounding_026_orig,pair_026,confounding,original,direct,adversarial,final_token,3,0.9654538035392761,0.03454619646072388
confounding_026_orig,pair_026,confounding,original,direct,adversarial,final_token,4,0.9649311304092407,0.03506886959075928
confounding_026_orig,pair_026,confounding,original,direct,adversarial,final_token,5,0.9654005169868469,0.034599483013153076
confounding_026_orig,pair_026,confounding,original,direct,adversarial,final_token,6,0.9623561501502991,0.03764384984970093
